Label,Cluster,Color,PassOne,PassOneCol
GORGO|Ensembl.ENSGGOG00000009639|UniProtKB.G3RP44,0.0,#2f4f4f,0,#2f4f4f
HUMAN|HGNC.11019|UniProtKB.Q06495,0.0,#2f4f4f,0,#2f4f4f
MACMU|Ensembl.ENSMMUG00000019814|UniProtKB.F7G194,0.0,#2f4f4f,0,#2f4f4f
PANTR|Ensembl.ENSPTRG00000017582|UniProtKB.H2QS38,0.0,#2f4f4f,0,#2f4f4f
DANRE|ZFIN.ZDB-GENE-101006-3|UniProtKB.F8W579,1,#556b2f,1,#556b2f
LEPOC|Ensembl.ENSLOCG00000010937|UniProtKB.W5MYG0,1,#556b2f,1,#556b2f
ORYLA|Ensembl.ENSORLG00000005033|UniProtKB.H2LJZ4,1,#556b2f,1,#556b2f
NEMVE|EnsemblGenome.NEMVEDRAFT.v1g238016|UniProtKB.A7RG57,2,#8b4513,2,#8b4513
NEMVE|EnsemblGenome.NEMVEDRAFT.v1g32113|UniProtKB.A7S044,2,#8b4513,2,#8b4513
NEMVE|EnsemblGenome.NEMVEDRAFT.v1g36332|UniProtKB.A7RWT6,2,#8b4513,2,#8b4513
STRPU|EnsemblGenome.SPU.003240|UniProtKB.W4XIL5,2,#8b4513,2,#8b4513
TRIAD|EnsemblGenome.TriadG21879|UniProtKB.B3RMF0,2,#8b4513,2,#8b4513
TRIAD|EnsemblGenome.TriadG53889|UniProtKB.B3RMB6,2,#8b4513,2,#8b4513
PHYRM|Gene.H3GU40.PHYRM|UniProtKB.H3GU40,3,#2e8b57,3,#2e8b57
PHYRM|Gene.H3GU41.PHYRM|UniProtKB.H3GU41,3,#2e8b57,3,#2e8b57
PHYRM|Gene.H3H503.PHYRM|UniProtKB.H3H503,3,#2e8b57,3,#2e8b57
DANRE|ZFIN.ZDB-GENE-000524-1|UniProtKB.F1QPL3,4,#228b22,4,#228b22
DANRE|ZFIN.ZDB-GENE-030709-1|UniProtKB.F1QH51,4,#228b22,4,#228b22
LEPOC|Ensembl.ENSLOCG00000009766|UniProtKB.W5MU75,4,#228b22,4,#228b22
ORYLA|Ensembl.ENSORLG00000004331|UniProtKB.H2LHG4,4,#228b22,4,#228b22
ORYLA|Ensembl.ENSORLG00000016264|UniProtKB.H2MNQ4,4,#228b22,4,#228b22
THAPS|EnsemblGenome.THAPSDRAFT.24435|UniProtKB.B8CA16,5,#708090,5,#708090
THAPS|EnsemblGenome.THAPSDRAFT.263581|UniProtKB.B8C8K0,5,#708090,5,#708090
THAPS|EnsemblGenome.THAPSDRAFT.8962|UniProtKB.B8C9Z8,5,#708090,5,#708090
GORGO|Ensembl.ENSGGOG00000016668|UniProtKB.G3SH16,6,#8b0000,6,#8b0000
HUMAN|HGNC.11020|UniProtKB.O95436,6,#8b0000,6,#8b0000
MACMU|Ensembl.ENSMMUG00000021135|UniProtKB.F7HDA3,6,#8b0000,6,#8b0000
PANTR|Ensembl.ENSPTRG00000015965|UniProtKB.A0A2J8NW03,6,#8b0000,6,#8b0000
BACSU|EnsemblGenome.BSU25420|UniProtKB.P54463,7.0,#808000,7,#808000
BRAFL|Gene.BRAFLDRAFT.119000|UniProtKB.C3Z7M7,8.0,#483d8b,8,#483d8b
BRAFL|Gene.BRAFLDRAFT.124889|UniProtKB.C3YCZ4,9,#008080,9,#008080
BRAFL|Gene.BRAFLDRAFT.87389|UniProtKB.C3YCZ5,9,#008080,9,#008080
BRAFL|Gene.BRAFLDRAFT.89694|UniProtKB.C3Y4G2,9,#008080,9,#008080
CHLAA|EnsemblGenome.Caur.2529|UniProtKB.A9WI44,10.0,#b8860b,10,#b8860b
DAPPU|EnsemblGenome.DAPPUDRAFT.251853|UniProtKB.E9H1H9,11,#4682b4,11,#4682b4
DAPPU|EnsemblGenome.DAPPUDRAFT.307273|UniProtKB.E9H1H8,11,#4682b4,11,#4682b4
DAPPU|EnsemblGenome.DAPPUDRAFT.307274|UniProtKB.E9H1I0,11,#4682b4,11,#4682b4
DAPPU|EnsemblGenome.DAPPUDRAFT.318327|UniProtKB.E9GIH1,11,#4682b4,11,#4682b4
HELRO|EnsemblGenome.HelroG99285|UniProtKB.T1G9R9,11,#4682b4,11,#4682b4
IXOSC|EnsemblGenome.ISCW006373|UniProtKB.B7PLN4,11,#4682b4,11,#4682b4
MONDO|Ensembl.ENSMODG00000000328|UniProtKB.F6VDR5,12,#d2691e,12,#d2691e
MONDO|Ensembl.ENSMODG00000049518|UniProtKB.A0A5F8H8N5,12,#d2691e,12,#d2691e
ORNAN|Ensembl.ENSOANG00000006695|UniProtKB.F6VIB1,12,#d2691e,12,#d2691e
CAEBR|Gene.CBG14195|UniProtKB.A8XJH5,13,#9acd32,13,#9acd32
CAEEL|WormBase.WBGene00022767|UniProtKB.Q23530,13,#9acd32,13,#9acd32
PRIPA|EnsemblGenome.WBGene00097057|UniProtKB.H3ECQ4,13,#9acd32,13,#9acd32
ANOCA|Ensembl.ENSACAG00000014383|UniProtKB.H9GL42,14.0,#32cd32,14,#32cd32
