0,Croatia/IGA-68-132251-P/2020
0,Switzerland/AG-UHB-4173173901/2020
0,Germany/BY-IMB15378/2021
0,Slovenia/MB4/2020
0,Slovenia/V0-25865/2021
0,Slovakia/UKBA-818/2021
0,Liechtenstein/UHB-4171945101/2020
0,Australia/WA539/2020
0,BosniaandHerzegovina/AGC-MOS-002/2020
0,Montenegro/ChVir23209/2021
0,Slovakia/UKBA-1001/2020
0,BosniaandHerzegovina/VFS-UNSA-LMGFI032/2021
0,Croatia/HRV000_33/2021
0,Croatia/HRV000_36/2021
0,Switzerland/TG-UHB-4172756101/2020
0,Slovakia/UKBA-1840/2021
0,Slovakia/UKBA-1839/2021
0,BosniaandHerzegovina/VFS-UNSA-LMGFI028/2021
0,Liechtenstein/UHB-4168696501/2020
0,Canada/QC-L00320845001/2021
0,NorthMacedonia/1485/2021
0,Slovenia/60593/2021
0,Slovenia/V0-22109/2021
0,Slovenia/218459/2020
0,Slovenia/108826/2021
0,Slovenia/2020-V0-274093/2020
0,Slovenia/2020-V0-273097/2020
0,Slovenia/2020-V0-273200/2020
0,Germany/ST-MD239/2020
0,CzechRepublic/NRL-10088/2020
0,Australia/WA543/2020
0,Iceland/4240/2021
0,Sweden/SE00209236/2021
0,Slovakia/UKBA-1124/2021
0,Australia/QLD1343/2020
0,Denmark/DCGC-15346/2020
0,Liechtenstein/UHB-41751753/2020
0,Liechtenstein/UHB-4174832601/2020
0,Cyprus/Cy144141/2020
0,Poland/NIPH-NIH-06/2020
0,Liechtenstein/UHB-0697495800/2020
0,Finland/HEL-18-V54/2021
0,CzechRepublic/NRL_11155/2020
0,Cyprus/Cy097095/2020
0,Belgium/rega-11271179/2020
0,Slovakia/UKBA-1108/2021
0,Cyprus/Cy095857/2020
0,Cyprus/Cy144625/2020
0,Cyprus/Cy145227/2020
0,Cyprus/Cy099835/2020
0,Cyprus/Cy145889/2020
0,Cyprus/Cy166612/2021
0,Cyprus/Cy098242/2020
0,Cyprus/Cy167120/2021
0,Cyprus/Cy165396/2021
0,CzechRepublic/NRL_685/2021
0,CzechRepublic/NRL_144/2020
0,Spain/CN-IBV-97016161/2020
0,France/IDF-IPP01198/2021
0,Poland/Pomorskie_MWB_119/2021
0,Germany/SH-ChVir20772/2020
0,Poland/1700597229_diag1_gx1/2020
0,Austria/CeMM1714/2020
0,Canada/NL-NML-3098/2020
0,Netherlands/UT-RIVM-10505/2021
0,Belgium/rega-2571/2021
0,Iceland/6667/2020
0,Slovenia/95972/2021
0,Poland/1630617021_diag1_gx1/2020
1,Ghana/NMIMR-NTRA-14807/2020
1,UnitedArabEmirates/4362/2020
1,NorthMacedonia/8214/2021
1,Belgium/Jessa_11-2109-001619/2021
