Label,Cluster,Color
M2UU11.COCH5/80-507,0,#2f4f4f
A8AEZ8.CITK8/574-966,1,#556b2f
E3FL94.STIAD/539-937,1,#556b2f
G3XCV2.PSEAE/563-950,1,#556b2f
MBTB.MYCTU/558-951,1,#556b2f
O69826.STRCO/551-953,1,#556b2f
Q9HWG4.PSEAE/520-915,1,#556b2f
4CL2.ORYSJ/47-473,2,#8b4513
ACSA.COPC7/91-531,3,#2e8b57
ACSA.MOUSE/108-575,3,#2e8b57
ACSA.MYCTU/83-530,3,#2e8b57
F4BX08.METSG/107-551,3,#2e8b57
M1BSV4.SOLTU/217-657,3,#2e8b57
O29286.ARCFU/39-452,3,#2e8b57
O29580.ARCFU/62-517,3,#2e8b57
O29881.ARCFU/89-548,3,#2e8b57
Q18496.CAEEL/100-554,3,#2e8b57
Q5CS85.CRYPI/121-560,3,#2e8b57
Q6NC13.RHOPA/23-429,3,#2e8b57
AAE12.ARATH/20-449,4,#228b22
FAC13.MYCTU/11-404,5,#708090
A0QNF1.MYCS2/31-438,6,#8b0000
E2Q5R1.STRC2/268-683,7,#808000
ACSL3.RAT/115-587,8,#483d8b
ACSL4.HUMAN/106-578,8,#483d8b
LACS8.ARATH/110-588,8,#483d8b
LCF1.SCHPO/77-541,8,#483d8b
Q18660.CAEEL/118-587,8,#483d8b
Q20121.CAEEL/122-594,8,#483d8b
Q8T3L1.DROME/114-582,8,#483d8b
ACBG1.HUMAN/109-573,9,#008080
HMLL.DROME/42-514,9,#008080
LCFH.HAEIN/19-474,9,#008080
Q9X7Z0.STRCO/22-467,9,#008080
DLTA.BACSU/7-404,10,#b8860b
DLTA.LISMO/9-411,10,#b8860b
DLTA.STRMU/13-412,10,#b8860b
I6Y0X0.MYCTU/34-444,11,#4682b4
O26753.METTH/12-445,11,#4682b4
YNGI.BACSU/13-446,11,#4682b4
DHBF.BACSU/1520-1935,12,#d2691e
Q9I182.PSEAE/1569-1976,12,#d2691e
Q9RK14.STRCO/1626-2040,12,#d2691e
Q9Z4X6.STRCO/1675-2097,12,#d2691e
E9AC38.LEIMA/100-561,13,#9acd32
E9AC40.LEIMA/100-564,13,#9acd32
E9AC43.LEIMA/115-580,13,#9acd32
ACSL1.HUMAN/100-563,14,#32cd32
ACSL5.HUMAN/85-548,14,#32cd32
ACSL6.HUMAN/100-563,14,#32cd32
LACS6.ARATH/94-556,14,#32cd32
O44560.CAEEL/52-515,14,#32cd32
Q9VVT8.DROME/112-570,14,#32cd32
Q9XWD1.CAEEL/83-550,14,#32cd32
LCFA.BACSU/30-460,15,#8fbc8f
A0QNF1.MYCS2/2602-3019,16,#800080
A0QNF1.MYCS2/5648-6049,16,#800080
DHBF.BACSU/464-861,16,#800080
4CLLA.ARATH/10-417,17,#b03060
G0FS55.AMYMS/15-411,17,#b03060
O07169.MYCTU/13-428,17,#b03060
Q2KBQ4.RHIEC/4-395,17,#b03060
O18693.CAEEL/65-502,18,#9932cc
Q9UAV8.CAEEL/72-510,18,#9932cc
Q9VMR6.DROME/53-485,18,#9932cc
O54154.STRCO/12-427,19,#ff4500
Q4KCY5.PSEF5/11-404,19,#ff4500
LCFA.ECOLI/29-461,20,#00ced1
LCFA.HAEIN/29-463,20,#00ced1
Q88EB7.PSEPK/31-461,20,#00ced1
Q8P9K5.XANCP/31-465,20,#00ced1
DIP2C.HUMAN/976-1450,21,#ff8c00
O54155.STRCO/34-488,21,#ff8c00
Q688U4.ORYSJ/36-485,21,#ff8c00
A4XPE3.PSEMY/19-440,22,#ffd700
D6X7H2.STRE2/33-443,23,#0000cd
FADK.ECOLI/48-458,23,#0000cd
G3XCR5.RHOPA/32-447,23,#0000cd
MBTA.MYCTU/46-459,23,#0000cd
O28423.ARCFU/28-456,23,#0000cd
Q9HWG3.PSEAE/42-445,23,#0000cd
LACS1.ARATH/52-522,24,#deb887
PPSD.BACSU/469-865,25,#00ff00
Q65NK5.BACLD/2549-2934,25,#00ff00
B0JPV4.MICAN/1523-1947,26,#00fa9a
4CL1.ORYSJ/43-463,27,#dc143c
ENTF.ECOLI/461-863,28,#00bfff
O69825.STRCO/8-400,28,#00bfff
PPSA.BACSU/464-864,28,#00bfff
Q9Z4X6.STRCO/476-883,28,#00bfff
Q1D5F8.MYXXD/501-890,26,#00fa9a
B2J685.NOSP7/470-889,26,#00fa9a
Q9XV68.CAEEL/21-429,27,#dc143c
B2J684.NOSP7/1706-2121,26,#00fa9a
Q9VXZ8.DROME/81-501,27,#dc143c
B2J682.NOSP7/484-880,26,#00fa9a
Q19339.CAEEL/25-447,27,#dc143c
B0JPV9.MICAN/2445-2839,26,#00fa9a
Q17577.CAEEL/23-438,27,#dc143c
Q9YF45.AERPE/21-444,22,#ffd700
Q21872.CAEEL/91-555,24,#deb887
B0JPV5.MICAN/1737-2129,26,#00fa9a
Q87W76.PSESM/7-405,22,#ffd700
O16775.CAEEL/87-551,24,#deb887
O53406.MYCTU/16-438,22,#ffd700
LACS4.ARATH/55-525,24,#deb887
O30043.ARCFU/11-435,22,#ffd700
O29977.ARCFU/23-450,22,#ffd700
Q9RYK3.DEIRA/45-473,15,#8fbc8f
Q9RTR4.DEIRA/42-478,15,#8fbc8f
O29418.ARCFU/46-474,15,#8fbc8f
O28762.ARCFU/27-448,15,#8fbc8f
