Label,Cluster,Color
A0A0G3CPE5/27-374,0,#2f4f4f
A0A2V1H6Y9/27-369,1,#556b2f
A0A090PVA1/18-138,2,#8b4513
A0A2X0V6X3/27-133,2,#8b4513
A0A2X0VBJ7/27-362,2,#8b4513
A0A3T1DGX8/52-201,2,#8b4513
A0A418YCG9/54-323,2,#8b4513
R5EP02/59-391,2,#8b4513
R5EP06/61-376,2,#8b4513
A0A090BWJ9/30-377,3,#2e8b57
A0A2L0PNU2/39-346,4,#228b22
X2H9X1/38-382,4,#228b22
X2HI07/41-365,4,#228b22
A0A0E3U478/27-390,5,#708090
A0A151UJ58/27-196,5,#708090
A0A151UJ95/7-155,5,#708090
A0A1V8ND27/27-377,5,#708090
A0A3L7LQY2/27-371,5,#708090
F7XXD3/27-368,5,#708090
Q7VRX0/31-376,5,#708090
W0HQH4/27-368,5,#708090
A0A447M527/5-129,6,#8b0000
A0A509BYD8/27-383,6,#8b0000
A0A6D2XPL4/27-377,6,#8b0000
P77747/27-377,6,#8b0000
A0A085JCB7/28-360,7,#808000
A0A1I4UP71/28-390,7,#808000
A0A4R3Z2Q4/28-361,7,#808000
A0A4S5AYT2/28-357,7,#808000
A0A6I4V7V5/27-387,7,#808000
P02931/28-362,7,#808000
A0A0N0Z7J0/28-378,8,#483d8b
A0A346DZS4/31-363,9,#008080
A0A6H2FNF3/29-393,9,#008080
P57440/29-382,9,#008080
A0A085JJ72/25-368,10,#b8860b
A0A1I4YK86/27-375,10,#b8860b
A0A2S6VPQ5/27-364,10,#b8860b
A0A2U2H458/27-371,10,#b8860b
A0A328TLF5/27-375,10,#b8860b
A0A4V2W599/27-370,10,#b8860b
U3U3V6/27-327,10,#b8860b
A0A0C2N5B1/42-207,11,#4682b4
A0A090RIA5/46-174,12,#d2691e
A0A090SVX2/46-344,12,#d2691e
A0A090T9R9/66-349,12,#d2691e
A0A0B8NPQ1/5-266,12,#d2691e
A0A4U1BTB2/63-358,12,#d2691e
A0A4Y7ZQM2/28-324,12,#d2691e
A0A6H1UDI8/69-353,12,#d2691e
A0A6H1UG53/77-346,12,#d2691e
E1SV34/89-308,12,#d2691e
E1SW81/52-337,12,#d2691e
A0A085JPX7/33-361,13,#9acd32
A0A495RBD6/28-368,13,#9acd32
E0SGW8/28-367,13,#9acd32
E0SGW9/28-368,13,#9acd32
E0SGX3/31-362,13,#9acd32
T1HDE7/28-369,13,#9acd32
A0A248KJK9/27-363,14,#32cd32
A0A2P5SWZ8/28-239,15,#8fbc8f
A0A2P5SWZ8/613-809,15,#8fbc8f
A0A6I4V9T1/30-270,15,#8fbc8f
A0A6I4V9T1/310-388,15,#8fbc8f
U3TXP0/28-184,15,#8fbc8f
A0A090R9N0/28-87,16,#800080
A0A090SR17/38-84,16,#800080
A0A0J7JXL9/3-213,16,#800080
A0A0C2N9H2/26-318,17,#b03060
A0A090RH95/50-367,18,#9932cc
A0A2U8I6C4/28-359,19,#ff4500
A0A3N4B5R0/28-360,19,#ff4500
C4K8G0/27-368,19,#ff4500
E0WUG8/28-369,19,#ff4500
A0A2S0PDF4/51-386,20,#00ced1
A0A2Z5T2T4/39-385,21,#ff8c00
A0A2Z5T4J9/63-385,21,#ff8c00
A0A2Z5T6H9/27-362,21,#ff8c00
A0A085JH53/27-372,22,#ffd700
A0A1I4Y1W4/28-368,22,#ffd700
A0A2S6VRY2/27-367,22,#ffd700
U3TTE9/27-109,22,#ffd700
U3TYR7/1-241,22,#ffd700
A0A3S4E436/1-46,23,#0000cd
A0KGK5/28-357,24,#deb887
R8AUM0/28-390,24,#deb887
R8AUP5/27-371,24,#deb887
R8AUX1/27-352,24,#deb887
A0A377ZHY9/27-374,25,#00ff00
A0A378EGX1/1-192,25,#00ff00
A0A378EIT1/1-119,25,#00ff00
A0A378EJL3/27-58,25,#00ff00
J2E538/26-373,25,#00ff00
W1HXU7/27-384,25,#00ff00
A0A3S4EXQ8/3-108,26,#00fa9a
A0A0B8NTG2/38-243,27,#dc143c
A0A447M4Q8/27-362,28,#00bfff
A0A4Z0KQJ4/3-142,28,#00bfff
A0A4Z0N5Y2/27-249,28,#00bfff
C5BC47/32-376,26,#00fa9a
A0A6L6HD58/27-362,26,#00fa9a
A0A656YFF5/11-106,26,#00fa9a
A0A656YFE0/4-69,26,#00fa9a
A0A509CWT6/1-291,26,#00fa9a
A0A4Z0NCM5/1-144,26,#00fa9a
A0A4Z0M2L2/1-87,26,#00fa9a
A0A509D0B8/28-372,27,#dc143c
W1N7M3/38-358,18,#9932cc
A0A4Z0LHJ8/7-211,26,#00fa9a
A0A447M4W5/28-303,27,#dc143c
Q8EJZ4/103-384,18,#9932cc
A0A4Z0KTG0/3-122,26,#00fa9a
A0A418YBU2/33-332,27,#dc143c
Q8EFZ3/40-397,18,#9932cc
A0A447M703/6-47,26,#00fa9a
A0A3S4GBF2/5-76,27,#dc143c
Q8ECS2/108-389,18,#9932cc
A0A447M6U8/1-87,26,#00fa9a
D0ICD8/31-299,18,#9932cc
P30690/28-331,20,#00ced1
A0A509CZI9/27-89,23,#0000cd
W1HWE9/27-350,14,#32cd32
D0ICD5/31-138,18,#9932cc
P0DH58/52-392,20,#00ced1
A0A447M2S2/27-181,23,#0000cd
U3TQA6/6-87,14,#32cd32
U3TV23/28-370,17,#b03060
C0AYY0/35-132,18,#9932cc
L1NT64/2-77,20,#00ced1
A0A3S4E4F1/11-152,23,#0000cd
P02932/27-351,14,#32cd32
A0A451DIW2/28-367,17,#b03060
A0A5S3NX50/40-401,18,#9932cc
L1NST4/29-260,20,#00ced1
J2DP48/27-350,14,#32cd32
A0A328TQ61/27-361,17,#b03060
A0A3N7HU30/52-384,18,#9932cc
G4CSS4/28-353,20,#00ced1
W1HZG0/27-381,8,#483d8b
A0A653DQK5/27-264,14,#32cd32
A0A1I0G5C2/58-409,17,#b03060
A0A1I0HG46/110-388,18,#9932cc
A0A377QZ92/30-370,20,#00ced1
Q7N624/28-388,8,#483d8b
A0A4Z0NDR0/2-217,14,#32cd32
A0A1I0DXZ7/28-381,17,#b03060
A0A143PMR9/195-362,18,#9932cc
Q7N623/27-381,8,#483d8b
A0A4S5B137/27-351,14,#32cd32
A0A1I0BAK1/27-394,17,#b03060
A0A0P7DLI8/47-317,18,#9932cc
J2X775/27-381,8,#483d8b
W1HX06/28-359,11,#4682b4
A0A4R3Z4Z8/27-370,14,#32cd32
A0A1H9ZJQ5/59-414,17,#b03060
C0B1E5/28-376,8,#483d8b
J2E811/28-359,11,#4682b4
A0A378DKB5/1-79,14,#32cd32
W1HWE2/27-351,0,#2f4f4f
Q1MVN1/29-371,1,#556b2f
A0A4Z0P830/27-55,8,#483d8b
C5BH80/27-402,11,#4682b4
A0A378DKA1/1-120,14,#32cd32
P06996/27-367,0,#2f4f4f
P77519/27-91,1,#556b2f
A0A4Z0LDK2/1-125,8,#483d8b
A0A378DHK5/28-359,11,#4682b4
A0A377Z3E3/27-350,14,#32cd32
J2X493/27-372,0,#2f4f4f
P76335/27-161,1,#556b2f
A0A4Q1BF13/32-376,8,#483d8b
A0A378BPY2/5-244,11,#4682b4
A0A6L6HHC1/27-366,0,#2f4f4f
P21420/29-365,1,#556b2f
A0A4Q1B4S1/28-360,8,#483d8b
A0A378BMU0/28-67,11,#4682b4
A0A6D2X3X6/27-364,0,#2f4f4f
E9CPN7/28-365,1,#556b2f
A0A378CRL9/27-162,8,#483d8b
A0A0C4FE13/10-227,11,#4682b4
A0A5P8YDT4/27-371,0,#2f4f4f
C5BGX3/27-373,1,#556b2f
A0A378CPW8/2-171,8,#483d8b
A0A4Z0KC51/27-378,0,#2f4f4f
C5BD54/28-360,1,#556b2f
A0A378BH83/27-381,8,#483d8b
A0A3S4EV28/27-378,0,#2f4f4f
A0A653FYC6/29-360,1,#556b2f
Q4FR68/59-336,3,#2e8b57
A0A109QE83/27-367,8,#483d8b
A0A378CRK4/27-372,0,#2f4f4f
A0A653FX57/49-380,1,#556b2f
D4G806/34-345,3,#2e8b57
A0A377ZCE5/11-47,0,#2f4f4f
A0A653FWD4/13-344,1,#556b2f
A0A345P4G9/39-371,3,#2e8b57
A0A377ZA38/4-48,0,#2f4f4f
A0A653FVZ5/49-380,1,#556b2f
A0A2T4CS64/35-97,3,#2e8b57
A0A377ZA07/27-65,0,#2f4f4f
A0A653FTC8/49-380,1,#556b2f
A0A1V0HPW3/45-344,3,#2e8b57
A0A377Z927/13-79,0,#2f4f4f
A0A653FS66/29-360,1,#556b2f
A0A1S8CRS1/40-212,3,#2e8b57
A0A248KLY8/41-398,0,#2f4f4f
A0A653FQQ9/29-360,1,#556b2f
A0A248KGW9/27-391,0,#2f4f4f
A0A4S5AQJ1/27-366,1,#556b2f
A0A0G3CRA9/28-363,0,#2f4f4f
